no,Replicate,id,j,a,b,c,z,x1,x2,x3,E,y,
10,50,1,22066,0.79734,0.63429,0.77016,0.39481,41.89350,35.37180,40.80650,692.91000,1193.02000,
11,50,1,24270,0.28718,0.74296,0.55293,-1.83909,21.48740,39.71850,32.11740,-849.12000,-557.41000,
12,50,1,24819,0.41890,0.37241,0.48887,-0.60791,26.75600,24.89640,29.55460,-435.20000,-108.18000,
13,50,1,26351,0.11354,0.06597,0.65514,-0.12945,14.54150,12.63860,36.20570,-27.37000,171.89000,
14,50,1,27532,0.94042,0.78112,0.60138,-0.99233,47.61660,41.24470,34.05510,-2249.96000,-1693.49000,
15,50,1,28193,0.56486,0.04374,0.37952,-1.83169,32.59420,11.74940,25.18070,-1945.96000,-1578.09000,
16,50,1,29795,0.29437,0.62642,0.72266,0.22529,21.77490,35.05680,38.90620,106.82000,403.53000,
17,50,1,30368,0.41777,0.83024,0.49830,0.22685,26.71070,43.20980,29.93210,161.85000,507.09000,
18,50,1,30468,0.43156,0.83544,0.37809,-1.04729,27.26230,43.41770,25.12370,-778.38000,-432.22000,
19,50,1,31298,0.92775,0.35354,0.83791,0.68821,47.11020,24.14140,43.51640,1527.40000,2071.16000,
20,50,1,32759,0.74561,0.45069,0.15186,-0.05465,39.82420,28.02750,16.07430,-86.67000,360.68000,
21,50,1,34473,0.96755,0.95205,0.83102,0.55249,48.70190,48.08190,43.24070,1310.43000,1893.77000,
22,50,1,35610,0.72159,0.63034,0.85630,0.99640,38.86360,35.21350,44.25190,1504.94000,1978.04000,
23,50,1,35662,0.83944,0.09242,0.82421,-2.39258,43.57780,13.69690,42.96860,-4543.55000,-4046.11000,
24,50,1,38054,0.08908,0.34697,0.38175,0.07427,13.56330,23.87880,25.27000,13.66000,203.45000,
25,50,1,39022,0.58778,0.83856,0.93628,-1.68221,33.51120,43.54240,47.45100,-1889.12000,-1458.01000,
26,50,1,39451,0.40648,0.29292,0.66323,0.31598,26.25930,21.71670,36.52910,217.88000,543.72000,
27,50,1,40200,0.48967,0.00507,0.56843,-0.13185,29.58700,10.20280,32.73730,-115.42000,228.39000,
28,50,1,42084,0.58404,0.23876,0.08492,0.20138,33.36150,19.55040,13.39690,224.13000,595.70000,
29,50,1,43049,0.98726,0.06100,0.25176,-0.22417,49.49050,12.44000,20.07050,-549.06000,-16.64000,
30,50,1,46078,0.55697,0.42090,0.30999,0.62163,32.27870,26.83590,22.39950,647.68000,1024.71000,
1,51,1,276,0.80304,0.83682,0.56562,0.71597,42.12150,43.47270,32.62470,1270.29000,1772.61000,
2,51,1,1000,0.33380,0.10980,0.26272,-0.00558,23.35180,14.39180,20.50890,-3.04000,270.38000,
3,51,1,3195,0.35137,0.42507,0.31287,-0.79111,24.05500,27.00260,22.51500,-457.77000,-162.70000,
4,51,1,3857,0.18196,0.89857,0.62561,2.21494,17.27830,45.94280,35.02450,661.25000,920.00000,
5,51,1,4108,0.93669,0.64844,0.09722,-0.69178,47.46780,35.93760,13.88890,-1558.71000,-1029.21000,
6,51,1,4727,0.61073,0.62920,0.11847,0.52220,34.42920,35.16800,14.73900,619.00000,1018.20000,
7,51,1,5425,0.68321,0.51748,0.53042,0.25958,37.32820,30.69910,31.21680,361.70000,801.90000,
8,51,1,6859,0.69319,0.69174,0.01807,-1.33662,37.72740,37.66960,10.72280,-1902.49000,-1471.83000,
9,51,1,10533,0.06767,0.18951,0.39793,0.01036,12.70680,17.58040,25.91710,1.67000,177.24000,
10,51,1,15656,0.09652,0.63825,0.21553,1.80947,13.86080,35.53020,18.62110,347.64000,545.40000,
11,51,1,17375,0.54045,0.03524,0.11707,0.31787,31.61810,11.40940,14.68280,317.78000,665.05000,
12,51,1,20531,0.56282,0.26177,0.93662,0.59128,32.51270,20.47090,47.46480,625.02000,1023.08000,
13,51,1,21331,0.44981,0.55178,0.43061,1.66865,27.99240,32.07120,27.22450,1307.51000,1651.74000,
14,51,1,22172,0.37653,0.79299,0.62352,-0.29716,25.06120,41.71950,34.94100,-186.63000,145.64000,
15,51,1,22617,0.47017,0.75219,0.16480,-0.98999,28.80670,40.08780,16.59200,-821.52000,-471.77000,
16,51,1,24602,0.58666,0.23276,0.69991,-0.68713,33.46650,19.31040,37.99630,-769.59000,-372.62000,
17,51,1,24968,0.92079,0.78478,0.51856,0.47529,46.83140,41.39110,30.74230,1042.39000,1587.84000,
18,51,1,25551,0.61107,0.43069,0.42702,1.11557,34.44270,27.22750,27.08070,1323.40000,1727.13000,
19,51,1,25931,0.69566,0.03326,0.68466,0.58922,37.82640,11.33030,37.38630,843.08000,1275.06000,
20,51,1,26601,0.01415,0.19487,0.49848,-0.81628,10.56580,17.79490,29.93900,-91.13000,67.27000,
21,51,1,27449,0.52743,0.58210,0.54021,0.50556,31.09730,33.28400,31.60840,488.90000,869.76000,
22,51,1,28033,0.07250,0.58937,0.40346,-1.16892,12.89990,33.57490,26.13840,-194.52000,-0.81000,
23,51,1,29068,0.96576,0.01891,0.83706,0.69862,48.63050,10.75630,43.48240,1652.19000,2197.74000,
24,51,1,33862,0.58966,0.81756,0.46397,-0.97382,33.58650,42.70220,28.55890,-1098.52000,-686.40000,
25,51,1,36996,0.34763,0.87515,0.58794,-0.88240,23.90530,45.00610,33.51780,-504.26000,-181.68000,
26,51,1,37035,0.03206,0.61291,0.57185,0.17075,11.28250,34.51640,32.87390,21.74000,206.95000,
27,51,1,46681,0.84509,0.20278,0.61802,0.88688,43.80350,18.11130,34.72080,1701.70000,2197.57000,
28,51,1,46977,0.79949,0.18796,0.92000,-0.66812,41.97950,17.51820,46.80000,-1177.40000,-688.29000,
29,51,1,47959,0.26755,0.61365,0.03371,-1.73623,20.70190,34.54600,11.34860,-744.10000,-486.18000,
30,51,1,48800,0.32008,0.50917,0.02442,-3.37101,22.80320,30.36690,10.97670,-1752.88000,-1478.50000,
1,52,1,1390,0.36886,0.07199,0.90317,0.60377,24.75430,12.87940,46.12690,369.98000,681.53000,
2,52,1,1455,0.90624,0.60113,0.50494,-0.42095,46.24950,34.04500,30.19770,-900.42000,-368.68000,
3,52,1,2086,0.80547,0.31480,0.44320,1.69799,42.21870,22.59200,27.72810,3026.52000,3504.03000,
4,52,1,2669,0.21265,0.93310,0.07929,-0.75431,18.50590,47.32420,13.17160,-258.33000,-7.77000,
5,52,1,4009,0.28659,0.63011,0.29078,-0.61882,21.46340,35.20440,21.63120,-285.08000,-8.61000,
6,52,1,5899,0.95193,0.97932,0.27498,-0.33550,48.07730,49.17280,20.99930,-775.49000,-219.54000,
7,52,1,8910,0.07237,0.85216,0.04916,-0.91435,12.89480,44.08620,11.96650,-152.03000,37.97000,
8,52,1,10582,0.18310,0.72756,0.52741,-0.37574,17.32420,39.10250,31.09630,-112.77000,135.67000,
9,52,1,13038,0.12647,0.55957,0.22060,0.86897,15.05880,32.38300,18.82400,197.05000,403.85000,
10,52,1,13118,0.01123,0.39958,0.10373,0.09564,10.44920,25.98310,14.14920,10.44000,160.07000,
11,52,1,15457,0.81103,0.46633,0.29870,0.75950,42.44110,28.65300,21.94800,1368.05000,1848.07000,
12,52,1,17119,0.75144,0.68472,0.32039,0.07351,40.05740,37.38890,22.81560,117.95000,583.73000,
13,52,1,17231,0.22168,0.26017,0.47019,-0.06067,18.86710,20.40680,28.80750,-21.60000,221.29000,
14,52,1,18360,0.84195,0.49101,0.23841,0.62689,43.67810,29.64030,19.53640,1195.96000,1686.92000,
15,52,1,19854,0.05108,0.79249,0.07828,-0.18849,12.04300,41.69980,13.13110,-27.34000,152.92000,
16,52,1,20721,0.26577,0.40836,0.92874,-1.25656,20.63070,26.33460,47.14940,-534.82000,-250.03000,
17,52,1,21385,0.44307,0.26856,0.02753,0.24085,27.72280,20.74260,11.10120,185.11000,499.18000,
18,52,1,21701,0.01584,0.18766,0.20214,-0.47591,10.63350,17.50620,18.08580,-53.81000,93.12000,
19,52,1,23384,0.15238,0.44792,0.91163,0.51389,16.09530,27.91670,46.46530,133.13000,373.46000,
20,52,1,27122,0.23837,0.79221,0.04433,0.53678,19.53480,41.68860,11.77300,204.84000,458.65000,
21,52,1,27760,0.68750,0.43943,0.09420,-0.29233,37.49980,27.57710,13.76780,-411.08000,10.26000,
22,52,1,31635,0.63563,0.99523,0.44120,0.84541,35.42520,49.80930,27.64790,1060.94000,1497.65000,
23,52,1,32800,0.59526,0.70215,0.77417,1.39983,33.81030,38.08600,40.96690,1600.19000,2022.35000,
24,52,1,33836,0.56341,0.03387,0.86332,0.11074,32.53630,11.35480,44.53270,117.23000,503.48000,
25,52,1,33925,0.61443,0.32972,0.85668,0.60323,34.57710,23.18860,44.26720,721.21000,1139.44000,
26,52,1,34117,0.31117,0.49510,0.12947,1.27550,22.44690,29.80390,15.17870,642.68000,917.13000,
27,52,1,35172,0.26662,0.81968,0.16031,0.39237,20.66500,42.78710,16.41250,167.56000,438.41000,
28,52,1,39150,0.64093,0.50323,0.38359,-0.69858,35.63710,30.12900,25.34360,-887.19000,-470.35000,
29,52,1,41203,0.90826,0.85329,0.99280,-1.54380,46.33020,44.13150,49.71190,-3313.75000,-2751.61000,
30,52,1,41415,0.23183,0.37313,0.38156,0.26857,19.27320,24.92510,25.26250,99.76000,347.68000,
1,53,1,1610,0.73635,0.57551,0.69171,0.49091,39.45390,33.02050,37.66850,764.16000,1234.39000,
2,53,1,2143,0.21217,0.59213,0.67045,-0.04886,18.48670,33.68540,36.81800,-16.70000,243.67000,
3,53,1,2916,0.57865,0.92251,0.84924,0.24833,33.14600,46.90050,43.96970,272.83000,700.16000,
4,53,1,3734,0.68874,0.41747,0.81981,0.66944,37.54940,26.69870,42.79260,943.89000,1393.87000,
5,53,1,5110,0.16701,0.20558,0.26285,-0.18419,16.68050,18.22300,20.51420,-51.25000,159.29000,
6,53,1,7636,0.33177,0.56126,0.25240,1.96471,23.27080,32.45030,20.09590,1063.95000,1354.20000,
7,53,1,13474,0.47234,0.72206,0.18564,0.49192,28.89340,38.88260,17.42570,410.67000,760.92000,
8,53,1,13948,0.00536,0.50849,0.70153,0.54144,10.21430,30.33950,38.06130,56.49000,232.03000,
9,53,1,14013,0.52534,0.55155,0.55647,1.00546,31.01350,32.06220,32.25870,967.09000,1346.54000,
10,53,1,19129,0.84697,0.42171,0.13259,0.66075,43.87870,26.86850,15.30360,1272.17000,1758.13000,
11,53,1,23273,0.89442,0.40315,0.26190,0.91760,45.77690,26.12590,20.47600,1922.85000,2432.22000,
12,53,1,23929,0.95869,0.23510,0.44439,-1.16974,48.34750,19.40390,27.77560,-2734.25000,-2198.59000,
13,53,1,24174,0.75743,0.33533,0.53972,-0.58903,40.29710,23.41310,31.58870,-956.51000,-493.53000,
14,53,1,25616,0.52457,0.34195,0.16212,1.18145,30.98300,23.67810,16.48460,1134.13000,1489.12000,
15,53,1,25654,0.59787,0.00951,0.90519,-0.81099,33.91490,10.38050,46.20770,-932.81000,-532.08000,
16,53,1,28430,0.87961,0.95726,0.14834,0.28353,45.18440,48.29050,15.93360,578.87000,1099.94000,
17,53,1,29093,0.04447,0.10859,0.27051,-0.26217,11.77880,14.34350,20.82030,-36.37000,121.58000,
18,53,1,31802,0.52083,0.41597,0.14118,1.47491,30.83300,26.63880,15.64710,1402.16000,1757.78000,
19,53,1,32946,0.96779,0.53984,0.66482,-1.12783,48.71170,31.59370,36.59290,-2676.14000,-2115.84000,
20,53,1,33481,0.27942,0.55896,0.39272,-1.33539,21.17690,32.35860,25.70880,-598.87000,-324.04000,
21,53,1,35870,0.90252,0.80121,0.12181,1.00791,46.10070,42.04820,14.87230,2142.09000,2665.02000,
22,53,1,35935,0.98952,0.79008,0.25455,0.92988,49.58090,41.60310,20.18200,2285.88000,2848.48000,
23,53,1,39487,0.23152,0.23725,0.60443,0.23819,19.26100,19.48980,34.17710,88.36000,339.64000,
24,53,1,39801,0.07169,0.01690,0.93937,-0.21726,12.86750,10.67590,47.57470,-35.97000,155.95000,
25,53,1,41360,0.46101,0.06761,0.48479,0.71488,28.44050,12.70440,29.39160,578.24000,909.74000,
26,53,1,41797,0.79760,0.91147,0.38092,0.46330,41.90380,46.45880,25.23670,813.52000,1309.25000,
27,53,1,43595,0.36554,0.35129,0.49068,0.48262,24.62170,24.05160,29.62710,292.58000,597.47000,
28,53,1,43986,0.01692,0.25162,0.11437,0.36965,10.67670,20.06500,14.57490,42.14000,188.54000,
29,53,1,46699,0.82559,0.37433,0.40992,0.00793,43.02370,24.97330,26.39700,14.67000,501.28000,
30,53,1,48178,0.41007,0.64202,0.73537,0.51554,26.40290,35.68070,39.41470,359.39000,703.52000,
1,54,1,349,0.05269,0.91548,0.11565,-0.56543,12.10770,46.61910,14.62610,-82.89000,104.43000,
2,54,1,3512,0.15738,0.49908,0.68085,0.35865,16.29530,29.96320,37.23400,95.24000,330.39000,
3,54,1,3577,0.92000,0.59870,0.62081,-0.45733,46.80010,33.94790,34.83230,-1001.67000,-459.88000,
4,54,1,4083,0.41959,0.26292,0.32123,0.16306,26.78380,20.51670,22.84940,116.98000,433.18000,
5,54,1,4352,0.42421,0.79452,0.47549,-0.21420,26.96840,41.78090,29.01960,-155.79000,189.70000,
6,54,1,5062,0.78436,0.54555,0.52314,0.78506,41.37440,31.82210,30.92540,1343.90000,1825.39000,
7,54,1,5256,0.90054,0.32216,0.85238,0.27738,46.02160,22.88630,44.09510,587.48000,1119.68000,
8,54,1,9467,0.06358,0.00612,0.67093,0.24888,12.54340,10.24490,36.83720,39.16000,216.67000,
9,54,1,14140,0.55045,0.21557,0.93122,-0.54509,32.01790,18.62290,47.24880,-558.80000,-167.75000,
10,54,1,14545,0.42356,0.75290,0.69813,-1.30380,26.94240,40.11600,37.92530,-946.42000,-593.95000,
11,54,1,15872,0.84616,0.09637,0.38424,-0.80468,43.84630,13.85500,25.36960,-1546.99000,-1064.31000,
12,54,1,16185,0.12528,0.91184,0.00894,0.22528,15.01130,46.47350,10.35760,50.76000,262.71000,
13,54,1,21112,0.83994,0.27864,0.35976,3.04403,43.59750,21.14560,24.39020,5785.93000,6272.44000,
14,54,1,21997,0.04675,0.40762,0.92345,1.00836,11.86990,26.30490,46.93800,142.07000,339.02000,
15,54,1,23656,0.49411,0.41300,0.84147,0.92805,29.76420,26.51980,43.65880,822.17000,1194.99000,
16,54,1,23745,0.36574,0.41080,0.63042,-0.19393,24.62940,26.43180,35.21680,-117.64000,195.30000,
17,54,1,25401,0.05822,0.09338,0.35947,-1.61318,12.32880,13.73540,24.37900,-245.20000,-78.80000,
18,54,1,26096,0.19895,0.29211,0.51716,0.68881,17.95810,21.68450,30.68640,222.14000,459.09000,
19,54,1,28206,0.83249,0.63180,0.05862,-0.83290,43.29940,35.27210,12.34490,-1561.56000,-1075.95000,
20,54,1,34549,0.10969,0.88220,0.82642,0.00123,14.38740,45.28810,43.05670,0.25000,237.47000,
21,54,1,35344,0.99766,0.01968,0.71769,-0.39977,49.90650,10.78710,38.70760,-995.70000,-442.14000,
22,54,1,37659,0.64050,0.01205,0.33841,-0.47514,35.62000,10.48220,23.53640,-602.85000,-207.64000,
23,54,1,39684,0.53062,0.30898,0.88669,1.24980,31.22470,22.35910,45.46780,1218.54000,1603.61000,
24,54,1,39941,0.07976,0.33844,0.41284,-0.26105,13.19050,23.53770,26.51350,-45.42000,141.54000,
25,54,1,40020,0.01388,0.47539,0.30947,-0.46910,10.55530,29.01550,22.37880,-52.27000,109.68000,
26,54,1,41560,0.54621,0.34296,0.92793,0.26108,31.84830,23.71830,47.11710,264.82000,659.14000,
27,54,1,42715,0.90721,0.02335,0.13810,-0.61137,46.28830,10.93410,15.52400,-1309.93000,-815.59000,
28,54,1,42881,0.29107,0.71889,0.13628,-1.11637,21.64270,38.75580,15.45140,-522.91000,-247.28000,
29,54,1,45239,0.43698,0.66831,0.22370,1.49046,27.47920,36.73250,18.94800,1125.45000,1460.93000,
30,54,1,47936,0.81455,0.05993,0.82807,0.09508,42.58190,12.39730,43.12290,172.41000,658.75000,
1,55,1,142,0.59389,0.38733,0.62786,-1.91656,33.75570,25.49310,35.11460,-2183.82000,-1780.66000,
2,55,1,1801,0.27537,0.54852,0.62040,-1.64342,21.01480,31.94060,34.81600,-725.77000,-443.86000,
3,55,1,2582,0.75272,0.27162,0.80678,0.06074,40.10880,20.86500,42.27130,97.72000,566.94000,
4,55,1,3170,0.89045,0.86855,0.05734,-0.33587,45.61780,44.74190,12.29370,-698.93000,-180.72000,
5,55,1,9108,0.06367,0.14582,0.47902,-0.18368,12.54690,15.83300,29.16060,-28.92000,146.55000,
6,55,1,10495,0.81564,0.58727,0.34089,0.65958,42.62580,33.49070,23.63580,1198.42000,1686.80000,
7,55,1,11809,0.46786,0.81411,0.71504,-0.10613,28.71450,42.56430,38.60160,-87.51000,285.80000,
8,55,1,12372,0.30311,0.79276,0.86471,0.76515,22.12430,41.71050,44.58860,374.53000,687.07000,
9,55,1,13006,0.38583,0.73764,0.53723,-0.80675,25.43340,39.50560,31.48910,-521.85000,-191.52000,
10,55,1,13382,0.04707,0.09675,0.43008,-0.36460,11.88270,13.87000,27.20330,-51.48000,113.42000,
11,55,1,14058,0.13666,0.66259,0.88312,0.19997,15.46660,36.50360,45.32460,47.84000,289.33000,
12,55,1,15978,0.19215,0.92937,0.79040,0.67181,17.68610,47.17480,41.61600,210.14000,480.79000,
13,55,1,21998,0.24483,0.65696,0.24150,0.52174,19.79310,36.27850,19.66000,204.40000,463.27000,
14,55,1,23631,0.34867,0.04633,0.12787,0.47436,23.94680,11.85330,15.11460,272.02000,543.46000,
15,55,1,24385,0.05117,0.02908,0.83759,-1.13293,12.04690,11.16310,43.50350,-164.42000,15.72000,
16,55,1,24873,0.68377,0.49538,0.91646,0.11825,37.35070,29.81530,46.65840,164.97000,619.95000,
17,55,1,29273,0.39829,0.59597,0.62213,0.47717,25.93150,33.83890,34.88510,320.87000,653.91000,
18,55,1,35144,0.73398,0.75948,0.21330,0.45723,39.35900,40.37910,18.53210,708.32000,1165.82000,
19,55,1,36183,0.70215,0.49664,0.11825,0.87639,38.08620,29.86560,14.73010,1271.26000,1701.72000,
20,55,1,36367,0.58966,0.06780,0.92135,-0.03173,33.58650,12.71210,46.85380,-35.79000,364.64000,
21,55,1,37277,0.17115,0.48513,0.95253,-0.19732,16.84590,29.40520,48.10100,-56.00000,194.97000,
22,55,1,37512,0.32835,0.57448,0.31300,-0.55251,23.13420,32.97910,22.52020,-295.70000,-3.86000,
23,55,1,39275,0.46946,0.37111,0.86045,-2.45241,28.77830,24.84430,44.41810,-2031.07000,-1669.02000,
24,55,1,42940,0.26989,0.97194,0.73091,-2.08858,20.79550,48.87760,39.23660,-903.21000,-602.14000,
25,55,1,43237,0.87108,0.78692,0.63788,0.20305,44.84310,41.47670,35.51540,408.31000,938.73000,
26,55,1,43443,0.40818,0.82478,0.00034,0.33842,26.32700,42.99110,10.01370,234.56000,555.84000,
27,55,1,45140,0.69262,0.61145,0.01905,-1.35869,37.70480,34.45810,10.76210,-1931.59000,-1504.32000,
28,55,1,45521,0.77410,0.49568,0.20903,0.83913,40.96410,29.82730,18.36120,1408.11000,1870.94000,
29,55,1,45880,0.15162,0.61166,0.62150,1.78323,16.06500,34.46630,34.85990,460.22000,695.20000,
30,55,1,47467,0.74836,0.21532,0.63570,-1.19006,39.93450,18.61290,35.42800,-1897.85000,-1439.47000,
1,56,1,1123,0.57555,0.07449,0.83252,-0.76217,33.02200,12.97960,43.30100,-831.11000,-439.61000,
2,56,1,3354,0.75801,0.87973,0.96009,0.22958,40.32020,45.18900,48.40380,373.24000,875.03000,
3,56,1,8539,0.49484,0.59748,0.55701,-0.44135,29.79380,33.89920,32.28030,-391.77000,-22.66000,
4,56,1,8619,0.38128,0.14790,0.60202,-0.47458,25.25130,15.91610,34.08070,-302.61000,4.90000,
5,56,1,15070,0.39511,0.71383,0.26473,-0.52210,25.80430,38.55320,20.58940,-347.65000,-25.46000,
6,56,1,16047,0.02570,0.39376,0.92148,1.01537,11.02810,25.75040,46.85930,123.49000,311.38000,
7,56,1,16701,0.27961,0.47772,0.38320,-0.24594,21.18450,29.10880,25.32810,-110.37000,160.91000,
8,56,1,20192,0.89560,0.58847,0.58785,-0.20729,45.82420,33.53880,33.51380,-435.27000,95.02000,
9,56,1,21130,0.69391,0.25068,0.25196,1.09297,37.75650,20.02720,20.07840,1558.08000,1980.75000,
10,56,1,21937,0.71761,0.49369,0.83020,-0.56683,38.70420,29.74760,43.20800,-849.13000,-384.13000,
11,56,1,22126,0.49185,0.75999,0.90881,-1.06177,29.67400,40.39960,46.35250,-934.94000,-546.45000,
12,56,1,22543,0.00192,0.50526,0.71822,0.39685,10.07690,30.21030,38.72880,40.30000,215.01000,
13,56,1,22624,0.21082,0.58216,0.94541,0.62088,18.43280,33.28620,47.81630,210.96000,481.39000,
14,56,1,23192,0.47685,0.54680,0.14063,-0.86606,29.07400,31.87220,15.62510,-732.08000,-388.84000,
15,56,1,24200,0.48985,0.67555,0.23571,-1.27051,29.59400,37.02210,19.42840,-1112.72000,-755.33000,
16,56,1,24305,0.21300,0.45975,0.52226,1.62495,18.52000,28.39000,30.89030,557.34000,806.82000,
17,56,1,25728,0.76684,0.95941,0.12489,-0.44879,40.67370,48.37650,14.99560,-742.46000,-267.35000,
18,56,1,29146,0.33235,0.95634,0.62846,1.06770,23.29400,48.25360,35.13860,579.35000,900.68000,
19,56,1,31026,0.16075,0.28312,0.35174,1.69314,16.42990,21.32470,24.06980,457.05000,671.75000,
20,56,1,32572,0.02546,0.13500,0.64902,-0.24130,11.01820,15.40020,35.96070,-29.29000,137.25000,
21,56,1,33201,0.56775,0.60783,0.08027,-0.45711,32.70990,34.31310,13.21090,-489.08000,-109.46000,
22,56,1,33808,0.16617,0.82142,0.58605,0.66269,16.64690,42.85670,33.44180,183.64000,431.41000,
23,56,1,35387,0.43279,0.30333,0.20265,0.46443,27.31150,22.13310,18.10620,346.43000,664.78000,
24,56,1,36603,0.19988,0.30015,0.72404,1.42054,17.99510,22.00600,38.96150,460.01000,705.93000,
25,56,1,39696,0.53514,0.56251,0.93679,0.22007,31.40550,32.50050,47.47140,217.06000,616.08000,
26,56,1,39879,0.11174,0.17636,0.15047,-0.40421,14.46980,17.05460,16.01900,-84.63000,98.14000,
27,56,1,41983,0.02636,0.27677,0.27611,0.79921,11.05460,21.07090,21.04420,97.67000,255.33000,
28,56,1,42420,0.56790,0.67345,0.82846,-0.99236,32.71620,36.93790,43.13840,-1062.16000,-649.93000,
29,56,1,43079,0.97521,0.88995,0.00463,-0.76952,49.00830,45.59780,10.18540,-1848.25000,-1297.38000,
30,56,1,45253,0.08001,0.37375,0.31647,0.59870,13.20040,24.95000,22.65880,104.32000,288.94000,
1,57,1,269,0.23248,0.42023,0.24179,1.57400,19.29910,26.80920,19.67150,586.25000,830.72000,
2,57,1,7483,0.23087,0.98300,0.19090,1.40401,19.23470,49.32020,17.63610,519.44000,783.75000,
3,57,1,8590,0.82837,0.14460,0.43898,0.76826,43.13470,15.78410,27.55930,1429.42000,1909.11000,
4,57,1,12899,0.11293,0.82670,0.37173,-0.77606,14.51720,43.06790,24.86900,-163.55000,54.56000,
5,57,1,12973,0.71668,0.69921,0.58705,-0.04761,38.66700,37.96860,33.48190,-71.18000,391.94000,
6,57,1,14035,0.23522,0.65400,0.38189,-0.21553,19.40870,36.16000,25.27540,-81.19000,179.33000,
7,57,1,22295,0.64417,0.15804,0.32971,2.48864,35.76670,16.32170,23.18840,3183.62000,3585.80000,
8,57,1,23100,0.24979,0.48681,0.55794,-0.47017,19.99160,29.47230,32.31780,-187.91000,78.80000,
9,57,1,24297,0.93380,0.59310,0.84967,-0.57364,47.35190,33.72400,43.98700,-1286.21000,-729.98000,
10,57,1,24366,0.69806,0.20141,0.91716,-0.28043,37.92240,18.05630,46.68660,-403.29000,45.67000,
11,57,1,26111,0.31260,0.22910,0.65608,-0.09459,22.50390,19.16400,36.24340,-47.90000,237.54000,
12,57,1,27682,0.42998,0.71215,0.30749,-1.41452,27.19930,38.48590,22.29950,-1046.47000,-708.69000,
13,57,1,28555,0.62369,0.42191,0.18961,-1.16373,34.94750,26.87650,17.58440,-1421.30000,-1022.37000,
14,57,1,28744,0.77513,0.69145,0.54311,0.63605,41.00540,37.65780,31.72450,1069.48000,1553.91000,
15,57,1,29013,0.16237,0.37950,0.60652,-1.11898,16.49460,25.17990,34.26060,-304.44000,-75.06000,
16,57,1,33875,0.64686,0.74632,0.13898,0.02114,35.87460,39.85290,15.55920,27.20000,446.36000,
17,57,1,34131,0.64605,0.33196,0.27469,1.11568,35.84210,23.27840,20.98760,1433.26000,1840.95000,
18,57,1,34747,0.47544,0.21690,0.93999,0.80260,29.01760,18.67610,47.59960,675.80000,1037.26000,
19,57,1,35674,0.09943,0.96823,0.45887,0.90564,13.97710,48.72930,28.35480,176.93000,398.78000,
20,57,1,37218,0.29746,0.80461,0.12795,-0.08407,21.89840,42.18440,15.11820,-40.31000,240.97000,
21,57,1,37912,0.28255,0.07472,0.31811,-1.75655,21.30220,12.98890,22.72430,-797.09000,-543.35000,
22,57,1,38261,0.48342,0.51746,0.45459,-1.24330,29.33690,30.69850,28.18350,-1070.05000,-712.80000,
23,57,1,39940,0.42734,0.30729,0.14127,0.02097,27.09350,22.29140,15.65090,15.39000,329.27000,
24,57,1,40573,0.65414,0.45654,0.39104,-0.34994,36.16550,28.26160,25.64160,-457.71000,-37.15000,
25,57,1,41803,0.75196,0.97350,0.22276,-0.45450,40.07820,48.94000,18.91030,-730.04000,-256.41000,
26,57,1,44624,0.69625,0.84423,0.39415,-0.17249,37.85020,43.76910,25.76590,-247.12000,205.92000,
27,57,1,45418,0.90359,0.55172,0.13261,2.35966,46.14350,32.06890,15.30460,5024.25000,5538.06000,
28,57,1,49042,0.97995,0.92022,0.34913,-0.19555,49.19810,46.80860,23.96520,-473.31000,94.44000,
29,57,1,49087,0.58364,0.47971,0.51234,-1.87293,33.34570,29.18840,30.49360,-2082.58000,-1684.44000,
30,57,1,49489,0.26645,0.84760,0.64846,0.91032,20.65820,43.90400,35.93830,388.49000,679.91000,
1,58,1,1299,0.39378,0.36689,0.26532,-1.08745,25.75110,24.67540,20.61280,-721.11000,-413.31000,
2,58,1,1728,0.87426,0.16366,0.19088,1.60449,44.97040,16.54650,17.63520,3244.81000,3733.70000,
3,58,1,4649,0.84066,0.61343,0.53603,1.27195,43.62650,34.53730,31.44120,2420.87000,2928.11000,
4,58,1,5871,0.55616,0.54280,0.17381,0.13107,32.24650,31.71190,16.95240,136.29000,512.42000,
5,58,1,7987,0.14127,0.70279,0.33013,-1.24177,15.65070,38.11140,23.20530,-304.16000,-81.34000,
6,58,1,8487,0.50558,0.01338,0.38672,1.21330,30.22310,10.53520,25.46890,1108.27000,1451.51000,
7,58,1,14109,0.47233,0.47263,0.93846,0.34265,28.89340,28.90540,47.53830,286.05000,656.43000,
8,58,1,14215,0.88496,0.37935,0.59526,-0.57996,45.39820,25.17410,33.81040,-1195.30000,-677.33000,
9,58,1,15109,0.96070,0.72902,0.29949,1.47506,48.42800,39.16080,21.97950,3459.42000,4009.84000,
10,58,1,17048,0.67537,0.30256,0.41933,-1.14636,37.01480,22.10260,26.77310,-1570.62000,-1146.59000,
11,58,1,25440,0.38736,0.19807,0.86023,0.31912,25.49440,17.92280,44.40940,207.42000,529.69000,
12,58,1,27803,0.40208,0.09901,0.95521,-0.28159,26.08320,13.96040,48.20830,-191.58000,136.42000,
13,58,1,28191,0.29567,0.65417,0.85809,0.70973,21.82690,36.16660,44.32360,338.13000,641.89000,
14,58,1,28304,0.46669,0.99580,0.40890,2.00864,28.66780,49.83210,26.35610,1650.79000,2018.65000,
